filename,category_name,label
156634-5-0-7.wav,engine_idling,6
156634-5-2-0.wav,engine_idling,6
17578-5-0-31.wav,engine_idling,6
23219-5-0-8.wav,engine_idling,6
156634-5-0-1.wav,engine_idling,6
17578-5-0-18.wav,engine_idling,6
17578-5-0-24.wav,engine_idling,6
156634-5-0-11.wav,engine_idling,6
159754-8-2-0.wav,siren,12
7066-6-0-0.wav,gun_shot,9
162432-6-3-0.wav,gun_shot,9
162432-6-1-0.wav,gun_shot,9
203913-8-0-3.wav,siren,12
17578-5-0-27.wav,engine_idling,6
26184-5-3-0.wav,engine_idling,6
17578-5-0-11.wav,engine_idling,6
111671-8-0-12.wav,siren,12
111671-8-0-19.wav,siren,12
159754-8-3-0.wav,siren,12
28426-8-1-0.wav,siren,12
17578-5-0-25.wav,engine_idling,6
156634-5-2-5.wav,engine_idling,6
62566-5-0-4.wav,engine_idling,6
159701-6-6-0.wav,gun_shot,9
23219-5-0-6.wav,engine_idling,6
23219-5-0-13.wav,engine_idling,6
148841-6-2-0.wav,gun_shot,9
23219-5-0-1.wav,engine_idling,6
159701-6-2-0.wav,gun_shot,9
111671-8-0-7.wav,siren,12
162432-6-12-0.wav,gun_shot,9
93139-6-0-0.wav,gun_shot,9
106487-5-0-0.wav,engine_idling,6
17578-5-0-10.wav,engine_idling,6
145611-6-4-0.wav,gun_shot,9
28426-8-2-0.wav,siren,12
17578-5-0-1.wav,engine_idling,6
17578-5-0-35.wav,engine_idling,6
106487-5-0-1.wav,engine_idling,6
156634-5-0-4.wav,engine_idling,6
17578-5-0-9.wav,engine_idling,6
26184-5-4-3.wav,engine_idling,6
17578-5-0-22.wav,engine_idling,6
156634-5-2-3.wav,engine_idling,6
89724-5-0-0.wav,engine_idling,6
156869-8-0-2.wav,siren,12
23219-5-0-11.wav,engine_idling,6
145611-6-1-0.wav,gun_shot,9
62566-5-2-0.wav,engine_idling,6
203913-8-1-4.wav,siren,12
23219-5-0-12.wav,engine_idling,6
203962-5-0-1.wav,engine_idling,6
17578-5-0-32.wav,engine_idling,6
17578-5-0-5.wav,engine_idling,6
62566-5-1-0.wav,engine_idling,6
26184-5-4-0.wav,engine_idling,6
23219-5-0-5.wav,engine_idling,6
156634-5-0-8.wav,engine_idling,6
21187-5-0-0.wav,engine_idling,6
62566-5-0-0.wav,engine_idling,6
203913-8-0-12.wav,siren,12
28426-8-0-0.wav,siren,12
203913-8-0-2.wav,siren,12
89724-5-0-3.wav,engine_idling,6
111671-8-0-2.wav,siren,12
17578-5-0-28.wav,engine_idling,6
111671-8-0-0.wav,siren,12
26184-5-4-1.wav,engine_idling,6
159701-6-5-0.wav,gun_shot,9
62566-5-0-3.wav,engine_idling,6
23219-5-1-0.wav,engine_idling,6
159754-8-1-0.wav,siren,12
62566-5-0-5.wav,engine_idling,6
159701-6-0-0.wav,gun_shot,9
17578-5-0-23.wav,engine_idling,6
164782-8-0-5.wav,siren,12
164782-8-0-0.wav,siren,12
203913-8-0-5.wav,siren,12
111671-8-0-11.wav,siren,12
203913-8-0-1.wav,siren,12
156869-8-0-10.wav,siren,12
91533-5-0-0.wav,engine_idling,6
89724-5-0-1.wav,engine_idling,6
164667-6-0-0.wav,gun_shot,9
162432-6-9-0.wav,gun_shot,9
111671-8-0-21.wav,siren,12
156869-8-0-11.wav,siren,12
162432-6-4-0.wav,gun_shot,9
164782-8-0-7.wav,siren,12
17578-5-0-6.wav,engine_idling,6
148841-6-1-0.wav,gun_shot,9
23219-5-0-7.wav,engine_idling,6
156869-8-0-6.wav,siren,12
203913-8-0-9.wav,siren,12
156634-5-2-1.wav,engine_idling,6
156634-5-0-6.wav,engine_idling,6
159754-8-4-0.wav,siren,12
156869-8-0-0.wav,siren,12
62566-5-1-1.wav,engine_idling,6
203962-5-0-0.wav,engine_idling,6
162432-6-13-0.wav,gun_shot,9
17578-5-0-29.wav,engine_idling,6
156634-5-0-3.wav,engine_idling,6
162432-6-0-0.wav,gun_shot,9
111671-8-0-18.wav,siren,12
145611-6-2-0.wav,gun_shot,9
203913-8-1-5.wav,siren,12
203913-8-0-11.wav,siren,12
145611-6-0-0.wav,gun_shot,9
148841-6-0-0.wav,gun_shot,9
145611-6-3-0.wav,gun_shot,9
26184-5-2-0.wav,engine_idling,6
62566-5-0-6.wav,engine_idling,6
162432-6-11-0.wav,gun_shot,9
23219-5-0-9.wav,engine_idling,6
62566-5-0-7.wav,engine_idling,6
111671-8-0-3.wav,siren,12
23219-5-1-1.wav,engine_idling,6
203913-8-1-3.wav,siren,12
164782-8-0-3.wav,siren,12
62566-5-0-2.wav,engine_idling,6
162432-6-8-0.wav,gun_shot,9
111671-8-0-4.wav,siren,12
26184-5-1-0.wav,engine_idling,6
164782-8-0-6.wav,siren,12
111671-8-0-17.wav,siren,12
203913-8-1-0.wav,siren,12
159754-8-0-0.wav,siren,12
23219-5-0-2.wav,engine_idling,6
17578-5-0-21.wav,engine_idling,6
111671-8-0-22.wav,siren,12
23219-5-0-4.wav,engine_idling,6
84254-6-0-0.wav,gun_shot,9
162432-6-5-0.wav,gun_shot,9
156869-8-0-7.wav,siren,12
17578-5-0-8.wav,engine_idling,6
91533-5-0-3.wav,engine_idling,6
111671-8-0-13.wav,siren,12
145609-6-1-0.wav,gun_shot,9
156869-8-0-3.wav,siren,12
156869-8-0-5.wav,siren,12
26184-5-0-0.wav,engine_idling,6
156634-5-0-5.wav,engine_idling,6
203913-8-0-6.wav,siren,12
111671-8-0-9.wav,siren,12
106487-5-0-2.wav,engine_idling,6
159701-6-1-0.wav,gun_shot,9
17578-5-0-7.wav,engine_idling,6
162432-6-14-0.wav,gun_shot,9
156869-8-0-1.wav,siren,12
17578-5-0-26.wav,engine_idling,6
23219-5-1-2.wav,engine_idling,6
111671-8-0-6.wav,siren,12
17578-5-0-15.wav,engine_idling,6
111671-8-0-5.wav,siren,12
159703-6-0-0.wav,gun_shot,9
156634-5-2-6.wav,engine_idling,6
157648-8-0-0.wav,siren,12
62564-5-0-7.wav,engine_idling,6
74726-8-2-4.wav,siren,12
39852-5-0-0.wav,engine_idling,6
124389-8-1-8.wav,siren,12
34952-8-0-6.wav,siren,12
94632-5-0-13.wav,engine_idling,6
74726-8-2-2.wav,siren,12
62564-5-0-0.wav,engine_idling,6
135544-6-8-0.wav,gun_shot,9
148835-6-1-0.wav,gun_shot,9
111386-5-1-5.wav,engine_idling,6
78651-5-0-11.wav,engine_idling,6
188004-8-0-0.wav,siren,12
135160-8-0-6.wav,siren,12
94632-5-0-6.wav,engine_idling,6
111386-5-1-1.wav,engine_idling,6
135160-8-0-0.wav,siren,12
74726-8-0-2.wav,siren,12
94632-5-1-30.wav,engine_idling,6
111386-5-1-10.wav,engine_idling,6
124389-8-1-9.wav,siren,12
162434-6-1-0.wav,gun_shot,9
111386-5-1-6.wav,engine_idling,6
39854-5-1-2.wav,engine_idling,6
135544-6-12-0.wav,gun_shot,9
135160-8-0-4.wav,siren,12
111386-5-0-6.wav,engine_idling,6
78651-5-0-0.wav,engine_idling,6
94632-5-1-26.wav,engine_idling,6
135160-8-0-8.wav,siren,12
75490-8-0-2.wav,siren,12
94632-5-1-7.wav,engine_idling,6
39854-5-1-1.wav,engine_idling,6
111386-5-1-8.wav,engine_idling,6
94632-5-0-28.wav,engine_idling,6
39854-5-1-4.wav,engine_idling,6
135544-6-10-0.wav,gun_shot,9
94632-5-0-9.wav,engine_idling,6
74726-8-2-0.wav,siren,12
74726-8-1-1.wav,siren,12
106486-5-0-1.wav,engine_idling,6
74726-8-1-2.wav,siren,12
78651-5-0-13.wav,engine_idling,6
94632-5-0-25.wav,engine_idling,6
74726-8-0-9.wav,siren,12
83680-5-0-1.wav,engine_idling,6
124389-8-1-4.wav,siren,12
94632-5-1-18.wav,engine_idling,6
74726-8-2-3.wav,siren,12
62564-5-0-5.wav,engine_idling,6
124389-8-1-1.wav,siren,12
124389-8-1-14.wav,siren,12
135160-8-0-10.wav,siren,12
39884-5-0-3.wav,engine_idling,6
39884-5-0-7.wav,engine_idling,6
133797-6-1-0.wav,gun_shot,9
94632-5-1-2.wav,engine_idling,6
135160-8-0-2.wav,siren,12
94632-5-0-33.wav,engine_idling,6
78651-5-0-5.wav,engine_idling,6
39854-5-1-3.wav,engine_idling,6
111048-6-0-0.wav,gun_shot,9
74726-8-0-3.wav,siren,12
124389-8-1-6.wav,siren,12
75490-8-1-1.wav,siren,12
94632-5-0-21.wav,engine_idling,6
135544-6-5-0.wav,gun_shot,9
135544-6-13-0.wav,gun_shot,9
135160-8-0-9.wav,siren,12
124389-8-1-15.wav,siren,12
94632-5-0-10.wav,engine_idling,6
94632-5-1-17.wav,engine_idling,6
62564-5-0-1.wav,engine_idling,6
34952-8-0-7.wav,siren,12
111386-5-1-7.wav,engine_idling,6
135544-6-19-0.wav,gun_shot,9
159702-6-1-0.wav,gun_shot,9
62564-5-0-4.wav,engine_idling,6
135544-6-2-0.wav,gun_shot,9
159702-6-2-0.wav,gun_shot,9
135544-6-0-0.wav,gun_shot,9
74726-8-0-14.wav,siren,12
94632-5-0-29.wav,engine_idling,6
111386-5-1-9.wav,engine_idling,6
111386-5-0-4.wav,engine_idling,6
78651-5-0-16.wav,engine_idling,6
94632-5-0-0.wav,engine_idling,6
39852-5-0-1.wav,engine_idling,6
111386-5-1-4.wav,engine_idling,6
78651-5-0-9.wav,engine_idling,6
34952-8-0-1.wav,siren,12
111386-5-1-3.wav,engine_idling,6
106486-5-0-2.wav,engine_idling,6
111386-5-0-2.wav,engine_idling,6
50455-5-0-0.wav,engine_idling,6
94632-5-1-23.wav,engine_idling,6
135544-6-4-0.wav,gun_shot,9
111386-5-0-3.wav,engine_idling,6
78651-5-0-7.wav,engine_idling,6
94632-5-0-8.wav,engine_idling,6
159702-6-4-0.wav,gun_shot,9
94632-5-0-31.wav,engine_idling,6
135544-6-18-0.wav,gun_shot,9
78651-5-0-2.wav,engine_idling,6
133797-6-0-0.wav,gun_shot,9
159704-6-0-0.wav,gun_shot,9
34952-8-0-0.wav,siren,12
62564-5-0-2.wav,engine_idling,6
78651-5-0-10.wav,engine_idling,6
78651-5-0-8.wav,engine_idling,6
75490-8-0-0.wav,siren,12
158979-6-0-0.wav,gun_shot,9
111386-5-0-1.wav,engine_idling,6
162434-6-2-0.wav,gun_shot,9
135544-6-6-0.wav,gun_shot,9
135544-6-9-0.wav,gun_shot,9
135544-6-14-0.wav,gun_shot,9
159702-6-0-0.wav,gun_shot,9
74726-8-0-6.wav,siren,12
78651-5-0-4.wav,engine_idling,6
124389-8-1-2.wav,siren,12
135544-6-7-0.wav,gun_shot,9
124389-8-1-3.wav,siren,12
74726-8-0-15.wav,siren,12
39884-5-0-1.wav,engine_idling,6
135544-6-15-0.wav,gun_shot,9
39884-5-0-2.wav,engine_idling,6
148835-6-4-0.wav,gun_shot,9
124389-8-1-7.wav,siren,12
188004-8-0-1.wav,siren,12
135160-8-0-1.wav,siren,12
148833-6-0-0.wav,gun_shot,9
78651-5-0-17.wav,engine_idling,6
34952-8-0-5.wav,siren,12
74726-8-2-5.wav,siren,12
124389-8-1-11.wav,siren,12
148835-6-0-0.wav,gun_shot,9
135544-6-1-0.wav,gun_shot,9
74726-8-0-4.wav,siren,12
159702-6-3-0.wav,gun_shot,9
78651-5-0-15.wav,engine_idling,6
124389-8-1-5.wav,siren,12
70740-8-0-0.wav,siren,12
124389-8-1-0.wav,siren,12
111386-5-0-7.wav,engine_idling,6
74726-8-1-0.wav,siren,12
83680-5-0-3.wav,engine_idling,6
111386-5-1-2.wav,engine_idling,6
39884-5-0-4.wav,engine_idling,6
148835-6-3-0.wav,gun_shot,9
135160-8-0-7.wav,siren,12
111386-5-1-0.wav,engine_idling,6
39854-5-0-0.wav,engine_idling,6
124389-8-1-12.wav,siren,12
111386-5-0-5.wav,engine_idling,6
74726-8-0-8.wav,siren,12
159702-6-6-0.wav,gun_shot,9
78651-5-0-6.wav,engine_idling,6
148835-6-2-0.wav,gun_shot,9
74726-8-0-12.wav,siren,12
83680-5-0-2.wav,engine_idling,6
36403-6-0-0.wav,gun_shot,9
159702-6-5-0.wav,gun_shot,9
135160-8-0-11.wav,siren,12
74726-8-0-16.wav,siren,12
162434-6-0-0.wav,gun_shot,9
135544-6-3-0.wav,gun_shot,9
39854-5-1-0.wav,engine_idling,6
94632-5-1-14.wav,engine_idling,6
135544-6-11-0.wav,gun_shot,9
74726-8-2-1.wav,siren,12
74726-8-0-10.wav,siren,12
62564-5-0-8.wav,engine_idling,6
148834-6-0-0.wav,gun_shot,9
78651-5-0-3.wav,engine_idling,6
83680-5-0-0.wav,engine_idling,6
74726-8-0-13.wav,siren,12
111386-5-1-13.wav,engine_idling,6
124389-8-1-17.wav,siren,12
75490-8-0-1.wav,siren,12
94632-5-0-27.wav,engine_idling,6
39884-5-0-0.wav,engine_idling,6
94632-5-0-22.wav,engine_idling,6
94632-5-1-11.wav,engine_idling,6
78651-5-0-12.wav,engine_idling,6
111386-5-1-11.wav,engine_idling,6
39884-5-0-6.wav,engine_idling,6
74726-8-0-5.wav,siren,12
94632-5-1-28.wav,engine_idling,6
135160-8-0-3.wav,siren,12
124389-8-1-18.wav,siren,12
94632-5-1-19.wav,engine_idling,6
106486-5-0-0.wav,engine_idling,6
94632-5-0-34.wav,engine_idling,6
133797-6-2-0.wav,gun_shot,9
74726-8-0-7.wav,siren,12
75490-8-1-0.wav,siren,12
62564-5-0-6.wav,engine_idling,6
74726-8-0-1.wav,siren,12
39884-5-0-5.wav,engine_idling,6
94632-5-1-9.wav,engine_idling,6
64346-6-0-0.wav,gun_shot,9
74726-8-0-11.wav,siren,12
135160-8-0-5.wav,siren,12
78651-5-0-1.wav,engine_idling,6
34952-8-0-4.wav,siren,12
124389-8-1-13.wav,siren,12
62564-5-0-9.wav,engine_idling,6
124389-8-1-10.wav,siren,12
34952-8-0-3.wav,siren,12
62564-5-0-10.wav,engine_idling,6
148833-6-1-0.wav,gun_shot,9
94632-5-0-15.wav,engine_idling,6
188004-8-0-2.wav,siren,12
94632-5-0-2.wav,engine_idling,6
135544-6-16-0.wav,gun_shot,9
124389-8-1-16.wav,siren,12
74726-8-0-0.wav,siren,12
111386-5-1-14.wav,engine_idling,6
94632-5-0-14.wav,engine_idling,6
62564-5-0-3.wav,engine_idling,6
78651-5-0-14.wav,engine_idling,6
34952-8-0-2.wav,siren,12
94632-5-1-13.wav,engine_idling,6
111386-5-0-0.wav,engine_idling,6
111386-5-1-12.wav,engine_idling,6
135544-6-17-0.wav,gun_shot,9
159752-8-0-2.wav,siren,12
24347-8-0-48.wav,siren,12
159752-8-0-12.wav,siren,12
24347-8-0-59.wav,siren,12
128160-5-0-11.wav,engine_idling,6
159751-8-0-8.wav,siren,12
159751-8-0-10.wav,siren,12
154758-5-0-11.wav,engine_idling,6
128160-5-0-13.wav,engine_idling,6
24347-8-0-10.wav,siren,12
24347-8-0-28.wav,siren,12
159752-8-0-5.wav,siren,12
135528-6-7-0.wav,gun_shot,9
162435-6-0-0.wav,gun_shot,9
50661-5-0-2.wav,engine_idling,6
50661-5-0-4.wav,engine_idling,6
24347-8-0-49.wav,siren,12
24347-8-0-98.wav,siren,12
16692-5-0-7.wav,engine_idling,6
159751-8-0-12.wav,siren,12
144007-5-1-9.wav,engine_idling,6
148837-6-1-0.wav,gun_shot,9
159752-8-0-3.wav,siren,12
81068-5-0-4.wav,engine_idling,6
24347-8-0-29.wav,siren,12
159753-8-0-4.wav,siren,12
158608-8-0-3.wav,siren,12
154758-5-0-17.wav,engine_idling,6
144007-5-0-14.wav,engine_idling,6
24347-8-0-63.wav,siren,12
156897-6-0-0.wav,gun_shot,9
24347-8-0-45.wav,siren,12
24347-8-0-57.wav,siren,12
159752-8-0-1.wav,siren,12
154758-5-0-3.wav,engine_idling,6
158608-8-0-2.wav,siren,12
176638-5-0-1.wav,engine_idling,6
209864-5-0-2.wav,engine_idling,6
24347-8-0-4.wav,siren,12
162435-6-2-0.wav,gun_shot,9
135528-6-4-0.wav,gun_shot,9
176638-5-0-2.wav,engine_idling,6
24347-8-0-74.wav,siren,12
24347-8-0-46.wav,siren,12
24347-8-0-60.wav,siren,12
159752-8-2-0.wav,siren,12
144007-5-1-7.wav,engine_idling,6
159751-8-0-9.wav,siren,12
144007-5-0-4.wav,engine_idling,6
158977-6-0-0.wav,gun_shot,9
24347-8-0-31.wav,siren,12
135528-6-9-0.wav,gun_shot,9
24347-8-0-17.wav,siren,12
159751-8-0-1.wav,siren,12
24347-8-0-80.wav,siren,12
135528-6-4-2.wav,gun_shot,9
159751-8-0-20.wav,siren,12
24347-8-0-53.wav,siren,12
7064-6-3-0.wav,gun_shot,9
158608-8-0-5.wav,siren,12
24347-8-0-97.wav,siren,12
24347-8-0-9.wav,siren,12
24347-8-0-89.wav,siren,12
159752-8-0-11.wav,siren,12
135528-6-11-0.wav,gun_shot,9
156868-8-3-0.wav,siren,12
23161-6-1-0.wav,gun_shot,9
144007-5-1-8.wav,engine_idling,6
24347-8-0-54.wav,siren,12
144007-5-0-20.wav,engine_idling,6
16692-5-0-1.wav,engine_idling,6
16692-5-0-10.wav,engine_idling,6
144007-5-1-4.wav,engine_idling,6
24347-8-0-6.wav,siren,12
156868-8-4-0.wav,siren,12
144007-5-0-0.wav,engine_idling,6
186938-5-0-0.wav,engine_idling,6
144007-5-1-6.wav,engine_idling,6
24347-8-0-82.wav,siren,12
144007-5-1-11.wav,engine_idling,6
16692-5-0-9.wav,engine_idling,6
24347-8-0-27.wav,siren,12
154758-5-0-14.wav,engine_idling,6
24347-8-0-13.wav,siren,12
209864-5-0-0.wav,engine_idling,6
24347-8-0-75.wav,siren,12
154758-5-0-6.wav,engine_idling,6
24347-8-0-30.wav,siren,12
128160-5-0-0.wav,engine_idling,6
144007-5-0-19.wav,engine_idling,6
16692-5-0-5.wav,engine_idling,6
35799-6-0-0.wav,gun_shot,9
24347-8-0-84.wav,siren,12
24347-8-0-73.wav,siren,12
24347-8-0-71.wav,siren,12
24347-8-0-8.wav,siren,12
24347-8-0-93.wav,siren,12
158608-8-0-4.wav,siren,12
159752-8-0-10.wav,siren,12
7064-6-0-0.wav,gun_shot,9
24347-8-0-12.wav,siren,12
24347-8-0-38.wav,siren,12
24347-8-0-58.wav,siren,12
24347-8-0-88.wav,siren,12
159752-8-2-2.wav,siren,12
50661-5-0-0.wav,engine_idling,6
24347-8-0-15.wav,siren,12
24652-6-0-0.wav,gun_shot,9
24347-8-0-11.wav,siren,12
159753-8-0-3.wav,siren,12
128160-5-0-14.wav,engine_idling,6
144007-5-0-16.wav,engine_idling,6
50661-5-0-5.wav,engine_idling,6
24347-8-0-1.wav,siren,12
24347-8-0-33.wav,siren,12
24347-8-0-23.wav,siren,12
159751-8-0-17.wav,siren,12
24347-8-0-64.wav,siren,12
154758-5-0-21.wav,engine_idling,6
24347-8-0-0.wav,siren,12
24347-8-0-66.wav,siren,12
128160-5-0-9.wav,engine_idling,6
151877-5-1-0.wav,engine_idling,6
144007-5-0-9.wav,engine_idling,6
7064-6-4-0.wav,gun_shot,9
7064-6-5-0.wav,gun_shot,9
144007-5-0-17.wav,engine_idling,6
157799-6-0-0.wav,gun_shot,9
113160-8-0-0.wav,siren,12
144007-5-0-10.wav,engine_idling,6
24347-8-0-61.wav,siren,12
128160-5-0-4.wav,engine_idling,6
94020-8-0-0.wav,siren,12
24347-8-0-67.wav,siren,12
144007-5-0-6.wav,engine_idling,6
50618-6-0-0.wav,gun_shot,9
159752-8-2-3.wav,siren,12
154758-5-0-0.wav,engine_idling,6
159753-8-0-1.wav,siren,12
209864-5-0-3.wav,engine_idling,6
159752-8-0-7.wav,siren,12
24347-8-0-56.wav,siren,12
154758-5-0-16.wav,engine_idling,6
24347-8-0-20.wav,siren,12
24347-8-0-86.wav,siren,12
81068-5-1-0.wav,engine_idling,6
144007-5-0-3.wav,engine_idling,6
24347-8-0-22.wav,siren,12
135528-6-12-0.wav,gun_shot,9
159751-8-0-7.wav,siren,12
159751-8-0-6.wav,siren,12
135528-6-8-0.wav,gun_shot,9
24347-8-0-44.wav,siren,12
154758-5-0-1.wav,engine_idling,6
24347-8-0-94.wav,siren,12
154758-5-0-10.wav,engine_idling,6
94020-8-1-0.wav,siren,12
24347-8-0-77.wav,siren,12
24347-8-0-35.wav,siren,12
81068-5-0-5.wav,engine_idling,6
24347-8-0-2.wav,siren,12
128160-5-0-7.wav,engine_idling,6
128160-5-0-15.wav,engine_idling,6
144007-5-1-3.wav,engine_idling,6
24347-8-0-41.wav,siren,12
24347-8-0-5.wav,siren,12
24347-8-0-78.wav,siren,12
144007-5-0-13.wav,engine_idling,6
16692-5-0-4.wav,engine_idling,6
144007-5-0-2.wav,engine_idling,6
154758-5-0-15.wav,engine_idling,6
154758-5-0-7.wav,engine_idling,6
24347-8-0-25.wav,siren,12
24347-8-0-83.wav,siren,12
81068-5-0-0.wav,engine_idling,6
154758-5-0-8.wav,engine_idling,6
24347-8-0-42.wav,siren,12
144007-5-0-12.wav,engine_idling,6
24347-8-0-99.wav,siren,12
24347-8-0-21.wav,siren,12
176638-5-0-0.wav,engine_idling,6
24632-6-0-0.wav,gun_shot,9
158608-8-0-0.wav,siren,12
159752-8-1-0.wav,siren,12
154758-5-0-5.wav,engine_idling,6
81068-5-0-3.wav,engine_idling,6
128160-5-0-12.wav,engine_idling,6
144007-5-0-7.wav,engine_idling,6
158608-8-0-1.wav,siren,12
81068-5-2-0.wav,engine_idling,6
159752-8-0-0.wav,siren,12
16692-5-0-0.wav,engine_idling,6
159751-8-0-15.wav,siren,12
24347-8-0-50.wav,siren,12
148837-6-2-0.wav,gun_shot,9
144007-5-0-1.wav,engine_idling,6
24347-8-0-79.wav,siren,12
154758-5-0-19.wav,engine_idling,6
24347-8-0-92.wav,siren,12
24347-8-0-69.wav,siren,12
159753-8-0-6.wav,siren,12
144007-5-1-1.wav,engine_idling,6
24347-8-0-26.wav,siren,12
135528-6-1-0.wav,gun_shot,9
24347-8-0-68.wav,siren,12
154758-5-0-18.wav,engine_idling,6
24347-8-0-90.wav,siren,12
159752-8-0-9.wav,siren,12
144007-5-1-10.wav,engine_idling,6
154758-5-0-20.wav,engine_idling,6
154758-5-0-4.wav,engine_idling,6
128160-5-0-2.wav,engine_idling,6
24347-8-0-36.wav,siren,12
7064-6-2-0.wav,gun_shot,9
135528-6-0-0.wav,gun_shot,9
135528-6-3-0.wav,gun_shot,9
159751-8-0-14.wav,siren,12
24347-8-0-81.wav,siren,12
144007-5-0-8.wav,engine_idling,6
24632-6-1-0.wav,gun_shot,9
16692-5-0-8.wav,engine_idling,6
24347-8-0-3.wav,siren,12
151877-5-0-0.wav,engine_idling,6
154758-5-0-2.wav,engine_idling,6
16692-5-0-2.wav,engine_idling,6
24347-8-0-91.wav,siren,12
159751-8-0-4.wav,siren,12
24347-8-0-14.wav,siren,12
135528-6-4-1.wav,gun_shot,9
162435-6-1-0.wav,gun_shot,9
24347-8-0-37.wav,siren,12
24347-8-0-19.wav,siren,12
159753-8-0-5.wav,siren,12
24347-8-0-40.wav,siren,12
159753-8-0-0.wav,siren,12
24347-8-0-70.wav,siren,12
24347-8-0-47.wav,siren,12
159751-8-0-0.wav,siren,12
24347-8-0-52.wav,siren,12
128160-5-0-5.wav,engine_idling,6
50661-5-0-3.wav,engine_idling,6
159751-8-0-21.wav,siren,12
158608-8-0-10.wav,siren,12
23161-6-0-0.wav,gun_shot,9
24347-8-0-18.wav,siren,12
24347-8-0-62.wav,siren,12
156868-8-1-0.wav,siren,12
128160-5-0-3.wav,engine_idling,6
24347-8-0-24.wav,siren,12
144007-5-1-2.wav,engine_idling,6
128160-5-0-10.wav,engine_idling,6
154758-5-0-12.wav,engine_idling,6
24347-8-0-16.wav,siren,12
24347-8-0-43.wav,siren,12
154758-5-0-9.wav,engine_idling,6
24347-8-0-7.wav,siren,12
135528-6-5-0.wav,gun_shot,9
209864-5-0-1.wav,engine_idling,6
128160-5-0-6.wav,engine_idling,6
24347-8-0-87.wav,siren,12
159751-8-0-5.wav,siren,12
144007-5-1-5.wav,engine_idling,6
144007-5-0-15.wav,engine_idling,6
156868-8-0-0.wav,siren,12
144007-5-0-21.wav,engine_idling,6
135528-6-2-0.wav,gun_shot,9
159751-8-0-16.wav,siren,12
159751-8-0-18.wav,siren,12
24347-8-0-55.wav,siren,12
144007-5-0-18.wav,engine_idling,6
159751-8-0-19.wav,siren,12
159751-8-0-2.wav,siren,12
158608-8-0-9.wav,siren,12
24347-8-0-65.wav,siren,12
24347-8-0-85.wav,siren,12
16692-5-0-6.wav,engine_idling,6
24347-8-0-72.wav,siren,12
81068-5-0-2.wav,engine_idling,6
159751-8-0-3.wav,siren,12
16692-5-0-3.wav,engine_idling,6
154758-5-0-13.wav,engine_idling,6
24347-8-0-51.wav,siren,12
158608-8-0-8.wav,siren,12
159752-8-0-4.wav,siren,12
135528-6-6-0.wav,gun_shot,9
24347-8-0-32.wav,siren,12
159751-8-0-13.wav,siren,12
7064-6-1-0.wav,gun_shot,9
24347-8-0-76.wav,siren,12
128160-5-0-1.wav,engine_idling,6
24347-8-0-95.wav,siren,12
24347-8-0-34.wav,siren,12
144007-5-0-5.wav,engine_idling,6
128160-5-0-8.wav,engine_idling,6
159752-8-2-1.wav,siren,12
159751-8-0-11.wav,siren,12
162435-6-3-0.wav,gun_shot,9
50661-5-0-1.wav,engine_idling,6
158608-8-0-7.wav,siren,12
